time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
209.4,-0.1387,0.0854,1.6484,-1.77,-14.0991,21.0571,1,0
209.405,-0.1313,0.0835,1.6821,1.0376,-19.4702,22.644,1,0
209.41,-0.127,0.0894,1.6948,4.0283,-25.4517,23.4985,1,0
209.415,-0.1216,0.0991,1.6875,7.5073,-32.0435,23.9868,1,0
209.42,-0.1226,0.1006,1.6875,10.9253,-38.9404,23.9258,1,0
209.425,-0.1216,0.0913,1.6968,14.8926,-46.5088,23.8647,1,0
209.43,-0.125,0.083,1.7109,19.2871,-54.4434,23.3765,1,0
209.435,-0.1206,0.083,1.7285,23.6206,-61.2183,22.9492,1,0
209.44,-0.1196,0.0874,1.7456,28.1982,-67.3828,22.3999,1,0
209.445,-0.1211,0.0918,1.7573,32.1655,-72.2046,22.3389,1,0
209.45,-0.1206,0.0938,1.7676,35.9497,-75.7446,22.1558,1,0
209.455,-0.1245,0.0913,1.7715,39.3066,-77.5757,22.4609,1,0
209.46,-0.1201,0.1069,1.7632,42.1143,-78.3691,22.8882,1,0
209.465,-0.1221,0.1211,1.7563,44.0674,-77.8809,23.4985,1,0
209.47,-0.1289,0.124,1.7524,45.0439,-75.4395,24.5361,1,0
209.475,-0.1333,0.1221,1.75,45.6543,-71.6553,26.5503,1,0
209.48,-0.1294,0.1157,1.75,45.5933,-66.2231,29.1748,1,0
209.485,-0.1123,0.1143,1.7563,44.1284,-58.96,32.2876,1,0
209.49,-0.0898,0.127,1.7627,42.1143,-50.1709,35.2783,1,0
209.495,-0.0596,0.1396,1.7803,39.2456,-39.856,37.9028,1,0
209.5,-0.0322,0.1587,1.7949,36.8652,-28.3203,39.978,1,0
209.505,-0.0093,0.1758,1.7944,34.4238,-16.0522,41.5039,1,0
209.51,0.0137,0.1909,1.7686,32.3486,-4.8218,42.4194,1,0
209.515,0.0288,0.2207,1.6851,30.8838,3.3569,42.1753,1,0
209.52,0.0415,0.249,1.5688,30.4565,6.0425,40.1001,1,0
209.525,0.04,0.2573,1.437,30.6396,4.0283,36.499,1,0
209.53,0.0195,0.2612,1.3003,31.9824,-3.9673,31.311,1,0
209.535,-0.0122,0.2651,1.1763,33.8135,-18.1885,25.6348,1,0
209.54,-0.041,0.2646,1.0884,36.499,-36.7432,20.2026,1,0
209.545,-0.0747,0.2725,1.0132,39.1235,-58.6548,15.4419,1,0
209.55,-0.0908,0.2666,0.9492,41.3818,-82.0313,11.1694,1,0
209.555,-0.1099,0.2603,0.9028,43.9453,-106.2012,7.7515,1,0
209.56,-0.1162,0.2485,0.8745,46.2036,-130.0659,4.6997,1,0
209.565,-0.1196,0.2354,0.8496,48.0957,-152.2217,2.3804,1,0
209.57,-0.1201,0.2148,0.8369,49.1943,-173.2178,0.7324,1,0
209.575,-0.1138,0.1943,0.8271,49.3164,-192.0776,0.4272,1,0
209.58,-0.0864,0.1704,0.8438,48.7061,-208.0078,0.7324,1,0
209.585,-0.0435,0.165,0.8823,47.6074,-220.1538,1.0986,1,0
209.59,0.0044,0.1533,0.9414,46.6309,-228.2104,1.0986,1,0
209.595,0.0483,0.1367,1.019,45.7764,-231.4453,0.3052,1,0
209.6,0.0791,0.1167,1.0986,44.6167,-229.126,-0.2441,1,0
209.605,0.1104,0.1011,1.1626,43.335,-221.5576,-0.4272,1,0
209.61,0.1406,0.0942,1.2231,41.5039,-209.2896,-0.3052,1,0
209.615,0.1226,0.0596,1.2661,38.5132,-189.5752,2.6245,1,0
209.62,0.165,0.0669,1.2817,37.3535,-171.6919,-0.3052,1,0
209.625,0.168,0.0601,1.2715,36.3159,-154.541,-0.7935,1,0
209.63,0.1963,0.0566,1.2734,35.2173,-133.1177,-0.8545,1,0
209.635,0.2031,0.0498,1.2383,33.5083,-107.9712,-0.7324,1,0
209.64,0.1968,0.0381,1.1763,31.311,-85.9375,-0.6714,1,0
209.645,0.2109,0.0259,1.1245,30.8838,-67.0166,-0.6714,1,0
209.65,0.231,0.0127,1.0698,30.2734,-48.2178,-0.9766,1,0
209.655,0.2373,-0.0093,0.9995,29.9683,-29.6631,-1.8311,1,0
209.66,0.2388,-0.0298,0.9229,29.7852,-14.5874,-2.8076,1,0
209.665,0.2456,-0.0547,0.8486,30.6396,-2.3804,-3.54,1,0
209.67,0.2666,-0.0669,0.7715,31.25,7.3853,-4.9438,1,0
209.675,0.2905,-0.0693,0.7026,31.6772,15.9912,-6.7139,1,0
209.68,0.314,-0.0747,0.6313,32.5928,22.4609,-9.7656,1,0
209.685,0.334,-0.0845,0.5625,33.5083,26.1841,-13.9771,1,0
209.69,0.3491,-0.1118,0.4966,34.4238,28.6255,-19.104,1,0
209.695,0.3555,-0.145,0.4307,34.9121,29.48,-24.7192,1,0
209.7,0.3555,-0.1738,0.3618,35.0342,28.2593,-30.7007,1,0
209.705,0.355,-0.1948,0.2944,34.8511,25.3906,-36.9873,1,0
209.71,0.356,-0.2065,0.2437,34.1797,21.2402,-43.457,1,0
209.715,0.3398,-0.2212,0.1943,33.0811,15.7471,-50.293,1,0
209.72,0.3159,-0.2656,0.1494,31.9214,8.7891,-56.8848,1,0
209.725,0.2813,-0.3047,0.1167,30.2124,0.6714,-62.439,1,0
209.73,0.2461,-0.3374,0.0918,28.6255,-7.9346,-66.7725,1,0
209.735,0.2061,-0.3506,0.0703,27.2827,-17.2729,-70.1294,1,0
209.74,0.1597,-0.3472,0.0557,25.7568,-27.3438,-72.1436,1,0
209.745,0.1162,-0.3413,0.0391,23.7427,-38.147,-72.937,1,0
209.75,0.0801,-0.3379,0.0474,21.3013,-48.5229,-72.5098,1,0
209.755,0.0547,-0.3359,0.0698,18.3716,-56.8237,-70.7397,1,0
209.76,0.0308,-0.3394,0.1069,15.3198,-64.0869,-68.6646,1,0
209.765,0.0161,-0.3462,0.1548,13.1836,-70.1904,-65.7349,1,0
209.77,0.0073,-0.3511,0.21,11.2305,-74.646,-62.7441,1,0
209.775,0.0059,-0.355,0.2651,9.6436,-76.7212,-59.6924,1,0
209.78,0.0054,-0.3521,0.3174,8.3618,-76.6602,-56.5796,1,0
209.785,0.0029,-0.3481,0.3638,7.019,-74.4019,-53.2227,1,0
209.79,0.0044,-0.3364,0.4053,5.6763,-70.8618,-49.8047,1,0
209.795,0.0142,-0.3213,0.4526,3.8452,-65.4297,-46.2036,1,0
209.8,0.0273,-0.3135,0.4961,2.4414,-58.1665,-42.9688,1,0
209.805,0.0313,-0.311,0.5249,1.4038,-50.1099,-40.0391,1,0
209.81,0.0366,-0.3022,0.5435,0.7324,-42.3584,-37.2314,1,0
209.815,0.04,-0.292,0.5576,-0.061,-34.2407,-34.4238,1,0
209.82,0.041,-0.2832,0.5625,-0.7324,-26.062,-31.4941,0,0
209.825,0.0449,-0.2739,0.5591,-1.4648,-18.0664,-28.7476,0,0
209.83,0.0435,-0.2456,0.5483,-1.8921,-12.146,-26.062,0,0
209.835,0.0459,-0.2192,0.5352,-2.3193,-7.6904,-23.7427,0,0
209.84,0.0493,-0.2139,0.5293,-2.6245,-3.7231,-21.6675,0,0
209.845,0.0479,-0.2256,0.5244,-2.9297,-0.4272,-19.7144,0,0
209.85,0.043,-0.2339,0.5254,-3.479,1.8311,-17.7612,0,0
209.855,0.0439,-0.23,0.5337,-3.9673,3.6621,-15.625,0,0
209.86,0.0469,-0.2134,0.5464,-4.5776,5.3101,-13.3057,0,0
209.865,0.0557,-0.1821,0.5552,-5.3711,6.2256,-11.0474,0,0
209.87,0.0659,-0.1567,0.5742,-5.6152,7.6904,-9.0942,0,0
209.875,0.0698,-0.1333,0.5811,-5.8594,9.1553,-7.2021,0,0
209.88,0.0674,-0.1191,0.5933,-6.0425,9.7046,-5.4932,0,0
209.885,0.0698,-0.1084,0.6099,-6.0425,10.1929,-3.418,0,0
209.89,0.0645,-0.0933,0.6255,-5.6152,10.376,-0.3662,0,0
209.895,0.0674,-0.0869,0.6392,-4.9438,9.8267,3.1128,0,0
209.9,0.0771,-0.0752,0.6558,-4.1504,8.9111,7.3853,0,0
209.905,0.0864,-0.0664,0.6665,-2.9907,7.9346,11.9629,0,0
209.91,0.0986,-0.0625,0.6738,-1.2817,6.4697,16.4185,0,0
209.915,0.1099,-0.0557,0.6768,0.7324,4.7607,21.0571,0,0
209.92,0.1289,-0.0474,0.6787,2.0752,3.1128,26.3062,0,0
209.925,0.1543,-0.0381,0.6787,3.0518,1.0986,31.5552,0,0
209.93,0.1875,-0.0205,0.687,3.7842,-0.8545,36.2549,0,0
209.935,0.2271,-0.0166,0.686,4.6997,-3.8452,40.2832,0,0
209.94,0.2798,-0.0234,0.6958,5.7983,-7.2632,43.2739,0,0
209.945,0.3403,-0.0244,0.708,6.8359,-10.437,45.2881,0,0
209.95,0.4087,-0.019,0.7378,7.8125,-13.0615,45.9595,0,0
209.955,0.4785,0.0225,0.7856,8.9722,-13.3057,45.9595,0,0
209.96,0.5322,0.0288,0.7876,8.3618,-13.4888,46.5698,0,0
209.965,0.6313,0.0654,0.8306,8.4229,-15.8691,45.105,0,0
209.97,0.7329,0.0654,0.8403,10.0098,-16.7847,40.5273,0,0
209.975,0.8042,0.0552,0.8472,11.2305,-16.3574,33.9966,0,0
209.98,0.8545,0.0723,0.8442,12.146,-15.1367,26.9775,0,0
209.985,0.8921,0.0977,0.8579,12.7563,-15.8691,20.3247,0,0
209.99,0.936,0.1226,0.8809,12.7563,-15.0757,14.2212,0,0
209.995,0.9727,0.1406,0.9067,12.6343,-11.5967,8.9111,0,0
210,1.0015,0.1338,0.896,12.3901,-7.4463,4.1504,0,0
210.005,1.0303,0.1152,0.8711,11.9629,-5.0659,-0.5493,0,0
210.01,1.0679,0.1006,0.8418,11.5967,-2.7466,-5.249,0,0
210.015,1.1001,0.0923,0.7866,10.7422,-0.8545,-10.1318,0,0
210.02,1.1211,0.0894,0.7168,9.1553,-1.3428,-15.5029,0,0
210.025,1.1455,0.0908,0.6514,7.0801,-5.127,-21.1792,0,0
210.03,1.1641,0.0845,0.605,4.1504,-10.1318,-27.0996,0,0
210.035,1.1782,0.0654,0.5781,0.5493,-15.686,-33.3862,0,0
210.04,1.1924,0.0464,0.5693,-2.8687,-22.644,-39.2456,0,0
210.045,1.2129,0.0396,0.582,-6.3477,-30.0903,-45.0439,0,0
210.05,1.2305,0.0244,0.6113,-9.3994,-36.0718,-51.0254,0,0
210.055,1.2393,0.0049,0.645,-12.0239,-41.1377,-57.0068,0,0
210.06,1.2412,-0.0063,0.6772,-13.7939,-45.6543,-62.7441,0,0
210.065,1.2422,-0.0083,0.7148,-14.8315,-48.7061,-68.2373,0,0
210.07,1.2446,-0.0107,0.7603,-15.8081,-48.7671,-73.3032,0,0
210.075,1.2432,-0.0073,0.8066,-16.7236,-46.4478,-78.064,0,0
210.08,1.2285,-0.0132,0.8418,-17.0288,-42.7246,-82.3975,0,0
210.085,1.2217,-0.0249,0.8618,-16.7236,-38.269,-86.4868,0,0
210.09,1.2041,-0.0195,0.8521,-16.1133,-33.1421,-90.271,0,0
210.095,1.1929,-0.0195,0.8276,-16.1743,-27.5269,-94.2383,0,0
210.1,1.1792,-0.0029,0.7988,-16.9067,-22.3389,-98.2666,0,0
210.105,1.1606,-0.0107,0.7822,-17.395,-17.334,-101.9897,0,0
210.11,1.1406,-0.0034,0.7549,-17.8833,-14.2822,-105.6519,0,0
210.115,1.1235,-0.0225,0.7495,-18.4937,-10.8032,-109.7412,0,0
210.12,1.1025,-0.0386,0.7314,-18.3105,-7.8735,-113.7085,0,0
210.125,1.0762,-0.0317,0.6958,-18.2495,-7.8735,-117.9199,0,0
210.13,1.0669,-0.0308,0.6938,-18.6768,-7.1411,-123.4741,0,0
210.135,1.0405,-0.0352,0.6758,-18.1274,-5.5542,-127.6245,0,0
210.14,1.0068,-0.0308,0.6558,-19.3481,-6.958,-133.9111,0,0
210.145,0.9819,-0.0605,0.6582,-18.3105,-7.8125,-138.4888,0,0
210.15,0.9399,-0.041,0.6055,-18.9209,-11.1694,-143.6768,0,0
210.155,0.9307,-0.0796,0.624,-20.752,-13.0615,-150.2075,0,0
210.16,0.8535,-0.0996,0.5625,-15.1978,-16.2964,-151.062,0,0
210.165,0.8877,-0.082,0.605,-23.1323,-21.9727,-160.9497,0,0
210.17,0.7402,-0.061,0.5469,-12.7563,-21.5454,-172.1191,0,0
210.175,0.7354,-0.0034,0.4883,-23.1323,-34.9731,-169.4336,0,0
210.18,0.7095,-0.1704,0.6133,-17.1509,-32.7759,-172.7295,0,0
210.185,0.5776,-0.0093,0.458,-19.3481,-44.3726,-178.4058,0,0
210.19,0.5957,-0.1177,0.623,-25.2075,-50.9644,-183.3496,0,0
210.195,0.4751,-0.1084,0.603,-18.6157,-44.6777,-184.9365,0,0
210.2,0.3813,-0.0972,0.6226,-26.3062,-54.4434,-187.3779,0,0
210.205,0.3755,-0.1626,0.8047,-25.8789,-48.5229,-189.8193,0,0
210.21,0.2344,-0.1948,0.8086,-23.0103,-38.4521,-189.3921,0,0
210.215,0.1479,-0.1563,0.8193,-26.4282,-39.6118,-189.27,0,0
210.22,0.1128,-0.1982,0.9307,-26.4893,-26.7944,-187.8662,0,0
210.225,0.0132,-0.1948,0.9243,-28.2593,-9.5825,-186.2183,0,0
210.23,-0.1025,-0.2129,0.9155,-29.3579,0.061,-183.7769,0,0
210.235,-0.1953,-0.229,0.9209,-29.4189,8.3008,-181.8848,0,0
210.24,-0.2583,-0.228,0.9106,-30.6396,20.3247,-177.5513,0,0
210.245,-0.354,-0.2349,0.8872,-32.6538,33.2031,-172.5464,0,0
210.25,-0.4688,-0.2388,0.8457,-33.8745,42.7246,-167.1143,0,0
210.255,-0.5811,-0.2412,0.8218,-33.8135,47.4243,-161.1328,0,0
210.26,-0.6763,-0.2437,0.7998,-33.3862,50.9033,-153.8696,0,0
210.265,-0.7661,-0.2368,0.7793,-33.2642,54.6875,-145.3857,0,0
210.27,-0.854,-0.228,0.7539,-33.02,57.1289,-135.8643,0,0
210.275,-0.9482,-0.2295,0.7251,-33.3862,59.2651,-125.4272,0,0
210.28,-1.0176,-0.2275,0.7139,-32.0435,54.0771,-115.1123,0,0
210.285,-1.0654,-0.2202,0.7227,-30.5786,51.4526,-104.8584,0,0
210.29,-1.105,-0.2065,0.7266,-28.6865,46.6919,-94.7876,0,0
210.295,-1.1514,-0.1899,0.7212,-27.5879,43.457,-84.9609,0,0
210.3,-1.188,-0.1665,0.7158,-26.062,38.5742,-75.1343,0,0
210.305,-1.2202,-0.1504,0.7163,-24.8413,34.2407,-65.5518,0,0
210.31,-1.2373,-0.1479,0.7227,-23.4985,29.6021,-55.7861,0,0
210.315,-1.2563,-0.1528,0.7344,-22.2168,25.3296,-45.9595,0,0
210.32,-1.2651,-0.1758,0.73,-20.874,21.4844,-36.1328,0,0
210.325,-1.2769,-0.186,0.7285,-19.5923,16.9067,-26.4282,0,0
210.33,-1.2783,-0.1973,0.7163,-18.5547,12.6953,-16.2964,0,0
210.335,-1.2773,-0.2065,0.7026,-18.0664,8.1177,-6.4087,0,0
210.34,-1.2632,-0.2119,0.6938,-18.2495,3.54,3.6011,0,0
210.345,-1.2471,-0.2236,0.687,-18.3105,-1.2817,13.6108,0,0
210.35,-1.2197,-0.2271,0.6865,-19.043,-5.9814,22.9492,0,0
210.355,-1.1943,-0.2217,0.6904,-19.4702,-11.4136,31.8604,0,0
210.36,-1.1636,-0.2168,0.6982,-19.4092,-16.3574,40.4053,0,0
210.365,-1.1382,-0.2129,0.7217,-19.5923,-21.3623,48.3398,0,0
210.37,-1.0991,-0.2183,0.7593,-19.7144,-24.8413,55.7861,0,0
210.375,-0.9775,-0.2031,0.7715,-20.5078,-22.3999,63.0493,0,0
210.38,-1.0386,-0.231,0.8467,-20.6299,-24.4751,69.9463,0,0
210.385,-0.9858,-0.2451,0.8804,-19.4092,-25.5127,75.7446,0,0
210.39,-0.9536,-0.2373,0.9243,-18.9819,-21.3013,81.9092,0,0
210.395,-0.9185,-0.2554,0.9565,-19.043,-14.5264,88.0127,0,0
210.4,-0.8936,-0.2461,0.9814,-19.2871,-9.1553,93.4448,0,0
210.405,-0.8564,-0.2339,1.0181,-18.7988,-3.6621,99.1211,0,0
210.41,-0.8115,-0.2212,1.0532,-18.9209,4.5776,104.7974,0,0
210.415,-0.7759,-0.2178,1.0811,-18.9819,14.4653,110.1685,0,0
210.42,-0.7427,-0.2168,1.0913,-18.1274,23.4375,115.3564,0,0
210.425,-0.7139,-0.2202,1.0835,-16.6016,30.9448,120.0562,0,0
210.43,-0.687,-0.2207,1.0493,-14.7095,37.7808,124.939,0,0
210.435,-0.6665,-0.2231,0.9976,-13.4888,43.1519,129.7607,0,0
210.44,-0.646,-0.2207,0.939,-12.0239,46.1426,134.5215,0,0
210.445,-0.6226,-0.2251,0.8809,-10.8643,46.6919,139.1602,0,0
210.45,-0.5977,-0.2354,0.8257,-9.3994,45.105,143.4937,0,0
210.455,-0.5684,-0.2485,0.7715,-8.7891,41.9312,148.4985,0,0
210.46,-0.5322,-0.2603,0.7183,-7.8735,36.5601,153.2593,0,0
210.465,-0.4956,-0.2715,0.667,-7.5073,29.4189,157.2876,0,0
210.47,-0.4556,-0.2778,0.6353,-7.3242,21.3623,160.5835,0,0
210.475,-0.4121,-0.2935,0.6255,-8.9111,13.9771,164.1235,0,0
210.48,-0.377,-0.3037,0.6318,-11.2305,7.6294,168.0298,0,0
210.485,-0.3301,-0.3057,0.6699,-14.2822,2.8076,171.3257,0,0
210.49,-0.2808,-0.3037,0.7212,-18.0664,0.061,174.8047,0,0
210.495,-0.2329,-0.2949,0.7764,-22.2778,0,177.8564,0,0
210.5,-0.1807,-0.2861,0.8398,-27.0386,2.5635,180.481,0,0
210.505,-0.1353,-0.2622,0.9121,-31.7383,7.7515,183.1665,0,0
210.51,-0.0889,-0.2373,0.9824,-36.1938,14.8926,185.3638,0,0
210.515,-0.0439,-0.2119,1.0479,-39.5508,23.3765,187.3169,0,0
210.52,-0.0029,-0.1938,1.0781,-42.0532,31.9824,188.6597,0,0
210.525,0.0371,-0.1797,1.0864,-43.6401,39.4287,189.6973,0,0
210.53,0.0747,-0.1729,1.0781,-44.5557,45.8374,190.2466,0,0
210.535,0.1089,-0.1729,1.0679,-44.4946,50.9033,190.2466,0,0
210.54,0.1353,-0.1816,1.0498,-44.0674,53.6499,189.6973,0,0
210.545,0.1665,-0.1943,1.0405,-43.457,54.9316,189.0259,0,0
210.55,0.1914,-0.2178,1.0308,-42.8467,55.2979,188.2324,0,0
210.555,0.2202,-0.2495,1.0293,-42.9688,54.8096,187.6221,0,0
210.56,0.2559,-0.2715,1.0415,-42.9688,53.833,187.3169,0,0
210.565,0.2998,-0.2905,1.0542,-43.0908,52.7954,186.6455,0,0
210.57,0.3433,-0.2847,1.0728,-43.396,51.5137,185.4858,0,0
210.575,0.3862,-0.2539,1.0942,-44.2505,50.2319,183.8379,0,0
210.58,0.4268,-0.2158,1.1177,-45.4712,49.5605,181.7017,0,0
210.585,0.4648,-0.1792,1.1504,-47.0581,49.2554,179.1992,0,0
210.59,0.5015,-0.1597,1.1968,-48.5229,49.4995,176.2085,0,0
210.595,0.5342,-0.1416,1.251,-49.4385,51.0254,172.7905,0,0
210.6,0.5557,-0.1274,1.2925,-49.9878,53.3447,169.0674,0,0
210.605,0.5801,-0.1216,1.3369,-50.293,56.5186,165.8936,0,0
210.61,0.6089,-0.1157,1.3833,-50.7813,61.1572,162.8418,0,0
210.615,0.647,-0.1089,1.4341,-50.7813,67.1997,159.668,0,0
210.62,0.6826,-0.1104,1.4639,-50.0488,73.0591,155.8838,0,0
210.625,0.7178,-0.1143,1.481,-48.7061,77.9419,151.5503,0,0
210.63,0.7446,-0.1289,1.4741,-47.4243,83.374,146.7285,0,0
210.635,0.7632,-0.146,1.4639,-47.5464,88.501,141.9678,0,0
210.64,0.7861,-0.1519,1.4736,-47.7295,92.2852,137.4512,0,0
210.645,0.8057,-0.1528,1.4893,-46.6309,93.9941,132.6294,0,0
210.65,0.8257,-0.1646,1.4746,-43.7622,92.9565,127.6855,0,0
210.655,0.8315,-0.1865,1.4395,-41.0156,89.3555,122.2534,0,0
210.66,0.8408,-0.2007,1.4087,-37.8418,83.8013,116.9434,0,0
210.665,0.8262,-0.21,1.3677,-33.3252,75.3784,112.3047,0,0
210.67,0.811,-0.2109,1.3237,-28.3813,62.8052,107.666,0,0
210.675,0.7988,-0.2148,1.2764,-23.0713,48.0347,103.7598,0,0
210.68,0.8623,-0.2275,1.3418,-22.8271,33.6304,98.2666,0,0
210.685,0.8032,-0.2334,1.3281,-10.8643,26.2451,95.1538,0,0
210.69,0.7935,-0.1548,1.355,-10.9863,11.2915,91.98,0,0
210.695,0.8687,-0.3076,1.4302,-0.6104,0.9155,90.4541,0,0
210.7,0.8506,-0.2451,1.415,-5.4321,-7.7515,85.4492,0,0
210.705,0.8682,-0.3726,1.5391,-2.5635,-6.1035,82.7026,0,0
210.71,0.8438,-0.3916,1.5151,11.4136,-7.9956,81.2378,0,0
210.715,0.7803,-2.4336,1.5693,28.8086,-23.1934,88.1958,0,0
210.72,2.0518,-1.7935,1.686,-59.9365,-119.5068,90.6982,0,0
210.725,0.7715,-0.1909,1.626,15.4419,34.729,82.4585,0,0
210.73,0.4863,-0.0972,0.8105,-7.8735,-38.0249,73.4253,0,0
210.735,1.0596,-0.2881,1.4556,28.0151,-92.5903,74.585,0,0
210.74,1.3423,-0.3154,1.5679,18.2495,-56.3965,69.7021,0,0
210.745,1.1851,-0.2871,1.3486,8.1787,-27.4658,62.8052,0,0
210.75,1.064,-0.3081,1.2222,4.8218,-52.9175,55.4199,0,0
210.755,1.228,-0.2915,1.3687,9.1553,-72.6929,47.9736,0,0
210.76,1.3247,-0.2935,1.4834,4.4556,-49.9268,39.6729,0,0
210.765,1.2314,-0.2861,1.4575,3.54,-30.8838,32.1655,0,0
210.77,1.1875,-0.2988,1.48,5.6763,-36.9873,24.353,0,0
210.775,1.2734,-0.2734,1.5942,5.6763,-29.4189,17.395,0,0
210.78,1.2988,-0.2461,1.6265,1.9531,0.2441,10.2539,0,0
210.785,1.2334,-0.2378,1.5601,-1.2817,22.2168,2.5024,0,0
210.79,1.2271,-0.2246,1.5161,-1.709,30.7617,-4.2725,0,0
210.795,1.2739,-0.1978,1.4976,-3.2349,45.7153,-12.085,0,0
210.8,1.269,-0.1777,1.4121,-5.9814,65.6128,-19.9585,0,0
210.805,1.2134,-0.1719,1.2998,-8.3618,75.9277,-28.1982,0,0
210.81,1.1885,-0.1699,1.2295,-10.8032,77.5757,-36.1938,0,0
210.815,1.1846,-0.1699,1.1821,-12.6343,80.1392,-43.7012,0,0
210.82,1.1406,-0.1777,1.1035,-13.916,80.5054,-50.7202,0,0
210.825,1.0981,-0.1797,1.022,-14.2822,72.6318,-57.4341,0,0
210.83,1.0762,-0.1733,0.9717,-13.9771,59.6313,-63.9038,0,0
210.835,1.0571,-0.1582,0.9321,-14.2212,46.814,-70.6177,0,0
210.84,1.0195,-0.1479,0.8994,-14.0381,32.3486,-77.1484,0,0
210.845,0.979,-0.146,0.8794,-13.2446,13.855,-83.374,0,0
210.85,0.9585,-0.1528,0.8945,-12.3901,-4.8218,-89.2334,0,0
210.855,0.9443,-0.1616,0.9204,-11.7798,-20.3247,-94.2993,0,0
210.86,0.9131,-0.1553,0.957,-11.1084,-34.6069,-99.0601,0,0
210.865,0.8994,-0.1509,1.0068,-10.6201,-46.6309,-103.8208,0,0
210.87,0.8916,-0.1523,1.0713,-10.437,-53.9551,-107.9102,0,0
210.875,0.8789,-0.1563,1.125,-10.7422,-56.6406,-111.6333,0,0
210.88,0.8662,-0.167,1.1631,-10.9863,-56.3354,-114.502,0,0
210.885,0.8657,-0.1763,1.1953,-11.9629,-53.2837,-117.8589,0,0
210.89,0.8691,-0.167,1.2271,-13.6108,-46.1426,-121.8262,0,0
210.895,0.8716,-0.1597,1.249,-16.1133,-35.6445,-126.3428,0,0
210.9,0.8604,-0.1563,1.2563,-18.4326,-23.9868,-131.8359,0,0
210.905,0.8481,-0.1563,1.2495,-20.6909,-11.7188,-137.207,0,0
210.91,0.8345,-0.1631,1.2236,-22.7661,0.9766,-142.9443,0,0
210.915,0.8169,-0.1743,1.1875,-25.6958,13.4277,-148.9868,0,0
210.92,0.7959,-0.1924,1.1606,-28.9917,24.8413,-155.3345,0,0
210.925,0.7695,-0.2041,1.1382,-31.7993,35.6445,-161.9873,0,0
210.93,0.73,-0.2212,1.1118,-34.2407,44.6777,-168.9453,0,0
210.935,0.6855,-0.2437,1.0791,-36.0718,50.5981,-175.354,0,0
210.94,0.646,-0.2715,1.0469,-37.7197,55.1147,-181.3354,0,0
210.945,0.6011,-0.2974,1.0112,-38.3911,57.5562,-187.1338,0,0
210.95,0.5532,-0.3228,0.98,-38.5742,56.3965,-192.749,0,0
210.955,0.5054,-0.3481,0.958,-37.7197,53.3447,-197.8149,0,0
210.96,0.4551,-0.373,0.9399,-36.438,49.0112,-202.2095,0,0
210.965,0.4023,-0.3916,0.9272,-34.729,42.9077,-205.5664,0,0
210.97,0.3462,-0.4126,0.9219,-32.4707,35.4004,-208.374,0,0
210.975,0.2979,-0.4395,0.9209,-30.0903,27.1606,-209.6558,0,0
210.98,0.2461,-0.4663,0.9204,-27.4658,18.9209,-210.083,0,0
210.985,0.1978,-0.4829,0.9312,-24.9634,10.498,-209.9609,0,0
210.99,0.1553,-0.4907,0.9531,-22.583,2.9297,-208.7402,0,0
210.995,0.1201,-0.4902,0.9878,-20.6909,-2.6245,-206.8481,0,0
211,0.0869,-0.4854,1.0356,-18.7378,-5.9204,-204.7119,0,0
211.005,0.0576,-0.4839,1.0801,-17.0288,-7.1411,-202.0264,0,0
211.01,0.0337,-0.4722,1.1206,-15.9912,-6.1035,-199.2798,0,0
211.015,0.0186,-0.4482,1.1582,-14.8315,-2.1973,-196.2891,0,0
211.02,-0.0024,-0.4399,1.1919,-13.7329,3.479,-193.2983,0,0
211.025,-0.0259,-0.4126,1.2173,-10.0098,9.7046,-190.1855,0,0
211.03,-0.0488,-0.4302,1.228,-11.0474,16.7236,-188.6597,0,0
211.035,-0.0923,-0.417,1.209,-9.4604,24.8413,-185.9131,0,0
211.04,0.022,-0.3389,1.1016,-9.7656,28.1372,-183.3496,0,0
211.045,-0.1919,-0.3545,1.1221,-3.2349,30.3345,-179.8096,0,0
211.05,-0.501,0.3999,0.7705,-8.4839,17.2119,-179.1382,0,0
211.055,-0.1357,-0.2803,1.1313,8.8501,36.2549,-166.687,0,0
211.06,-0.3359,-0.396,0.8682,-2.0752,29.6021,-172.3633,0,0
211.065,-0.3691,-0.4312,0.895,0.6714,9.8877,-166.8091,0,0
211.07,-0.3389,-0.354,0.8975,5.0659,2.6245,-162.8418,0,0
211.075,-0.3555,-0.3687,0.8818,3.54,0.8545,-158.6914,0,0
211.08,-0.4277,-0.3521,0.8179,5.6152,-8.1787,-154.0527,0,0
211.085,-0.4355,-0.3486,0.8311,6.7139,-23.8037,-149.4751,0,0
211.09,-0.4141,-0.3223,0.8726,6.897,-31.5552,-144.8975,0,0
211.095,-0.4204,-0.312,0.9111,5.4321,-34.4849,-140.564,0,0
211.1,-0.4424,-0.3096,0.9502,5.0659,-39.5508,-136.7798,0,0
211.105,-0.4385,-0.2974,1.0068,5.3101,-44.9829,-132.8125,0,0
211.11,-0.4199,-0.2837,1.0781,4.9438,-44.0674,-129.0283,0,0
211.115,-0.4253,-0.2725,1.123,4.2114,-39.1846,-125.2441,0,0
211.12,-0.4351,-0.2681,1.165,4.5166,-33.9355,-121.1548,0,0
211.125,-0.4336,-0.2593,1.2026,5.3711,-28.1982,-117.0654,0,0
